rico:hasOrHadPhysicalLocation,rico:isOrWasIncludedIn,dcterms:identifier,dcterms:title,rico:descriptiveNote,schema:fromLocationURI,schema:fromLocationTXT,dcterms:description,crm:P44_has_condition,curation:note,dcterms:dateSubmitted
Salle d'école (dans une petite boîte),25276,S-00962,[corail silicifié ou tuf végétal ?],,,,[corail silicifié ou tuf végétal ?] ; fragement,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00963,[corail silicifié ou tuf végétal ?],,,,[corail silicifié ou tuf végétal ?] ; fragement,,,2021-12-15/2021-12-16
Salle d'école (contenant n° 2 : Caisse « Hylin & Co. »),25272,S-00964,Fer Wolfram Vaubry [spécimen manquant],"""N° 75 Fer Wolfram Vaubry (Ht Vienne)""",https://sws.geonames.org/3013719/ Haute Vienne,,,,,2021-12-15/2021-12-16
Salle d'école (contenant n° 2 : Caisse « Hylin & Co. »),25272,S-00965,Fleurotomaria Conoidea Desh [spécimen manquant],"""N° 23 Fleurotomaria Conoidea Desh Caen""",https://sws.geonames.org/3029241/ Caen,,,,,2021-12-15/2021-12-16
Salle d'école (contenant n° 2 : Caisse « Hylin & Co. »),25272,S-00966,Ammonites Humphriesiames Sow [spécimen manquant],"""N° 22 Ammonites Humphriesiames Sow Caen""",https://sws.geonames.org/3029241/ Caen,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00967,Zegelerz Franka [spécimen manquant],"""Zegelerz Franka""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00968,Barite + antimoine [illisible] [spécimen manquant],"""Barite + antimoine [illisible]""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00969,Gré [illisible] [spécimen manquant],"""Gré [illisible]""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00970,Vses x4,,,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00971,[Étiquette illisible] [spécimen manquant],[Étiquette illisible],,,Spécimen manquant - Etiquette en morceaux qui brûlent dans les doigts,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00972,Pacher [illisible] [spécimen manquant],"""Pacher [illisible]""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00973,Tourmaline,"""KupfertiesSchenine""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00974,Limonite Zelzrnik [spécimen manquant],"""Limonite Zelzrnik""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00975,Arsilar ft. [illisible] [spécimen manquant],"""Arsilar ft. [illisible]""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00976,Calcite à cx métalliques,"""Granat Ifeuvvom [illisible]""",,,[spécimen manquant],,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00977,Actinolite [spécimen manquant],"""Actinolite""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00978,Aragonite,"""Aragonit Yglo""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00979,Soufre,,,,Soufre ; spécimen décomposé,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00980,[Étiquette illisible] [spécimen manquant],[Étiquette illisible],,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00981,Limonite Zelzrnik [spécimen manquant],"""Limonite Zelzrnik""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00982,J[illisible]lem [spécimen manquant],"""J[illisible]lem""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00983,Alei[illisible] [spécimen manquant],"""Alei[illisible]""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00984,schnerspat vou Filiebau[illisible] [spécimen manquant],"""schnerspat vou Filiebau[illisible]""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00985,Granite,,,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00986,Arabarite [spécimen manquant],"""Arabarite""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00987,Calcédoine,"""Calcedoine""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00988,Silex,,,,Silex noir,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00989,Roche volcanique,,,,Lave gris foncée,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00990,Lignite,"""Lignite""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00991,Bornite,"""Bornit [illisible]""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00992,Kupiferkies schemmit [spécimen manquant],"""Kupiferkies schemmit""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00993,Baryte massiculé [spécimen manquant],"""Baryte massiculé Sachse""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00994,Roche volcanique,"""Améthiste +""",,,Roche volcanique ; l'échantillon ne correspond pas à l'étiquette,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00995,Roche volcanique,[Étiquette illisible],,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00996,[Étiquette illisible] [spécimen manquant],[Étiquette illisible] ,,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00997,Feldspath blanc,[Étiquette illisible],,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00998,Fluronie [illisible] / Aehols Idorbol [spécimen manquant],"""Fluronie [illisible] / Aehols Idorbol""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-00999,Commerce / [illisible] Alpov [spécimen manquant],"""Commerce / [illisible] Alpov""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-01000,Sélenite,,,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-01001,Roche grise cristaline,"""Farengypse""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-01002,Marbre,"""Liat / Natrolit Dot[illisible]""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-01003,Granite à biotite,"""Daryt""",,,Granite à biotite ; altéré,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-01004,Galène sur marne et calcite,,,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-01005,Smaltin Schnearberg [spécimen manquant],"""Smaltin Schnearberg""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-01006,Gré ou roche altérée,,,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-01007,Granite,,,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-01008,Labradorite Kufre [spécimen manquant],"""Labradorite Kufre Labrador""",,,,,,2021-12-15/2021-12-16
"Salle des arts, vitrine",25276,S-01009,Zoisite and Schweiz [spécimen manquant],"""Zoisite and Schweiz""",,,,,,2021-12-15/2021-12-16
"Bibliothèque, meuble de gauche (fond)",25276,S-01010,Spécimens divers,,,,"Potterie, tuf végétal, scorie (bombe), bois, algues, micaschiste, fossile, coquille, filet, grès coloré avec des teintes d'oxidations en forme de cercles concéntriques, des objets inconnus",,,2021-12-15/2021-12-16
"Bibliothèque, meuble de droite (fond)",25276,S-01011,Spécimens divers,,,,"Corail, morceau d'un fossile d'ammonite de grande taille, coquille, scorie, œuf,  [bois petrifié ?], scorie arrondi, des objets inconnus",,,2021-12-15/2021-12-16
"Bibliothèque, meuble de droite (au-dessus la vitrine)",25276,S-01012,Spécimens divers,[Plusieurs étiquettes],,[plusieurs provenances],Carton de fossiles - A laisser aux soins d'un paléonthologue qui aura un œil plus averti,,,2021-12-15/2021-12-16
